word,corpus,sense,proportion,n,sense_label,term_dominant
home,Womans_Exponent,0,0.11333333333333333,34,"perhap*, lady*, received, sister*^","society*, relief, child*, family*"
home,Womans_Exponent,1,0.3566666666666667,107,"heaven, voice*, sweet","society*, relief, child*, family*"
home,Womans_Exponent,2,0.08333333333333333,25,"abroad, sick, account, child*^","society*, relief, child*, family*"
home,Womans_Exponent,3,0.17333333333333334,52,"industry*, relationship*, auxiliary, society*^, relief^","society*, relief, child*, family*"
home,Womans_Exponent,4,0.2733333333333333,82,"faith, character*, met, family*^, sister*^, woman*^","society*, relief, child*, family*"
work,Relief_Society_Magazine,0,0.21,63,"seen, active, month*","society*, relief, sister*, woman*"
work,Relief_Society_Magazine,1,0.13,39,"idleness, experience*, making, society*^, relief^, life*^, good^","society*, relief, sister*, woman*"
work,Relief_Society_Magazine,2,0.37333333333333335,112,"english, teaching, literature","society*, relief, sister*, woman*"
work,Relief_Society_Magazine,3,0.16333333333333333,49,"engaged, excellent, prophet*, sister*^, good^","society*, relief, sister*, woman*"
work,Relief_Society_Magazine,4,0.12333333333333334,37,"ideal*, own, wish*, woman*^, life*^","society*, relief, sister*, woman*"
work,Womans_Exponent,0,0.15666666666666668,47,"seen, active, month*","society*, relief, sister*, woman*"
work,Womans_Exponent,1,0.15333333333333332,46,"idleness, experience*, making, society*^, relief^, life*^, good^","society*, relief, sister*, woman*"
work,Womans_Exponent,2,0.29,87,"english, teaching, literature","society*, relief, sister*, woman*"
work,Womans_Exponent,3,0.29,87,"engaged, excellent, prophet*, sister*^, good^","society*, relief, sister*, woman*"
work,Womans_Exponent,4,0.11,33,"ideal*, own, wish*, woman*^, life*^","society*, relief, sister*, woman*"
duty,Relief_Society_Magazine,0,0.2,60,"rest*, happy, smith, child*^, society*^","sister*, child*, society*, woman*"
duty,Relief_Society_Magazine,1,0.14666666666666667,44,"counted, worthy, learn*, child*^, society*^, woman*^, life*^","sister*, child*, society*, woman*"
duty,Relief_Society_Magazine,2,0.24333333333333335,73,"territory, painful, whose","sister*, child*, society*, woman*"
duty,Relief_Society_Magazine,3,0.17,51,"character*, kind, human","sister*, child*, society*, woman*"
duty,Relief_Society_Magazine,4,0.24,72,"keep*, try*, put, sister*^","sister*, child*, society*, woman*"
duty,Womans_Exponent,0,0.12333333333333334,37,"rest*, happy, smith, child*^, society*^","sister*, child*, society*, woman*"
duty,Womans_Exponent,1,0.11666666666666667,35,"counted, worthy, learn*, child*^, society*^, woman*^, life*^","sister*, child*, society*, woman*"
duty,Womans_Exponent,2,0.23666666666666666,71,"territory, painful, whose","sister*, child*, society*, woman*"
duty,Womans_Exponent,3,0.18333333333333332,55,"character*, kind, human","sister*, child*, society*, woman*"
duty,Womans_Exponent,4,0.34,102,"keep*, try*, put, sister*^","sister*, child*, society*, woman*"
faith,Relief_Society_Magazine,0,0.14333333333333334,43,"article*, whom, mormon*","god*, life*, prayer*, lord"
faith,Relief_Society_Magazine,1,0.24,72,"counselor*, sustain, spiritual, prayer*^","god*, life*, prayer*, lord"
faith,Relief_Society_Magazine,2,0.17,51,"objective*, household, american","god*, life*, prayer*, lord"
faith,Relief_Society_Magazine,3,0.21666666666666667,65,"necessary, impossible, peace, god*^, lord^","god*, life*, prayer*, lord"
faith,Relief_Society_Magazine,4,0.23,69,"constant, learning, devoted, life*^","god*, life*, prayer*, lord"
faith,Womans_Exponent,0,0.10333333333333333,31,"article*, whom, mormon*","god*, life*, prayer*, lord"
faith,Womans_Exponent,1,0.31,93,"counselor*, sustain, spiritual, prayer*^","god*, life*, prayer*, lord"
faith,Womans_Exponent,2,0.16666666666666666,50,"objective*, household, american","god*, life*, prayer*, lord"
faith,Womans_Exponent,3,0.22666666666666666,68,"necessary, impossible, peace, god*^, lord^","god*, life*, prayer*, lord"
faith,Womans_Exponent,4,0.19333333333333333,58,"constant, learning, devoted, life*^","god*, life*, prayer*, lord"
family,Relief_Society_Magazine,0,0.27,81,"copy*, word*, understand, mother*^, sister*^","child*, mother*, member*, life*"
family,Relief_Society_Magazine,1,0.11666666666666667,35,"mrs, aunt*, resolved, sister*^, other*^","child*, mother*, member*, life*"
family,Relief_Society_Magazine,2,0.31666666666666665,95,"moral*, fundamental, circle, member*^, life*^","child*, mother*, member*, life*"
family,Relief_Society_Magazine,3,0.11,33,"pay*, government, although, life*^","child*, mother*, member*, life*"
family,Relief_Society_Magazine,4,0.18666666666666668,56,"singing, attention, together, child*^, mother*^","child*, mother*, member*, life*"
family,Womans_Exponent,0,0.30666666666666664,92,"copy*, word*, understand, mother*^, sister*^","child*, mother*, member*, life*"
family,Womans_Exponent,1,0.27666666666666667,83,"mrs, aunt*, resolved, sister*^, other*^","child*, mother*, member*, life*"
family,Womans_Exponent,2,0.12,36,"moral*, fundamental, circle, member*^, life*^","child*, mother*, member*, life*"
family,Womans_Exponent,3,0.19,57,"pay*, government, although, life*^","child*, mother*, member*, life*"
family,Womans_Exponent,4,0.10666666666666667,32,"singing, attention, together, child*^, mother*^","child*, mother*, member*, life*"
war,Relief_Society_Magazine,0,0.15333333333333332,46,"secretary*, faith, died, man*^","woman*, time*, child*, world"
war,Relief_Society_Magazine,1,0.15666666666666668,47,"born, fare, light, man*^","woman*, time*, child*, world"
war,Relief_Society_Magazine,2,0.18666666666666668,56,"nor, earth, evil*, time*^","woman*, time*, child*, world"
war,Relief_Society_Magazine,3,0.17666666666666667,53,"broke, generation, independence","woman*, time*, child*, world"
war,Relief_Society_Magazine,4,0.32666666666666666,98,"saving*, contribution*, school*, child*^, other*^","woman*, time*, child*, world"
war,Womans_Exponent,0,0.16666666666666666,50,"secretary*, faith, died, man*^","woman*, time*, child*, world"
war,Womans_Exponent,1,0.19,57,"born, fare, light, man*^","woman*, time*, child*, world"
war,Womans_Exponent,2,0.23666666666666666,71,"nor, earth, evil*, time*^","woman*, time*, child*, world"
war,Womans_Exponent,3,0.3,90,"broke, generation, independence","woman*, time*, child*, world"
war,Womans_Exponent,4,0.10666666666666667,32,"saving*, contribution*, school*, child*^, other*^","woman*, time*, child*, world"
lesson,Relief_Society_Magazine,0,0.3233333333333333,97,"activity*, discussion, department*, work*^","department*, life*, first, child*"
lesson,Relief_Society_Magazine,1,0.05,15,"turn, learned, learning, life*^","department*, life*, first, child*"
lesson,Relief_Society_Magazine,2,0.2833333333333333,85,"issue*, science, message*, department*^","department*, life*, first, child*"
lesson,Relief_Society_Magazine,3,0.21666666666666667,65,"ref, chapter*, text*, child*^, day*^","department*, life*, first, child*"
lesson,Relief_Society_Magazine,4,0.12666666666666668,38,"master, aunt, preparing","department*, life*, first, child*"
lesson,Womans_Exponent,0,0.02666666666666667,8,"activity*, discussion, department*, work*^","department*, life*, first, child*"
lesson,Womans_Exponent,1,0.48,144,"turn, learned, learning, life*^","department*, life*, first, child*"
lesson,Womans_Exponent,2,0.14,42,"issue*, science, message*, department*^","department*, life*, first, child*"
lesson,Womans_Exponent,3,0.17,51,"ref, chapter*, text*, child*^, day*^","department*, life*, first, child*"
lesson,Womans_Exponent,4,0.18333333333333332,55,"master, aunt, preparing","department*, life*, first, child*"
temple,Relief_Society_Magazine,0,0.27424749163879597,82,"pillar*, happy, saw","lake, salt*, work*, society*"
temple,Relief_Society_Magazine,1,0.26421404682274247,79,"clothing, sheet*, visiting, work*^, society*^, sister*^","lake, salt*, work*, society*"
temple,Relief_Society_Magazine,2,0.1705685618729097,51,"main, washington, mall, lake^, salt*^, society*^, city*^","lake, salt*, work*, society*"
temple,Relief_Society_Magazine,3,0.023411371237458192,7,"space, advertiser*, count, lake^, salt*^, city*^","lake, salt*, work*, society*"
temple,Relief_Society_Magazine,4,0.26755852842809363,80,"property, cash, married, sister*^","lake, salt*, work*, society*"
temple,Womans_Exponent,0,0.31313131313131315,93,"pillar*, happy, saw","lake, salt*, work*, society*"
temple,Womans_Exponent,1,0.09090909090909091,27,"clothing, sheet*, visiting, work*^, society*^, sister*^","lake, salt*, work*, society*"
temple,Womans_Exponent,2,0.037037037037037035,11,"main, washington, mall, lake^, salt*^, society*^, city*^","lake, salt*, work*, society*"
temple,Womans_Exponent,3,0.14814814814814814,44,"space, advertiser*, count, lake^, salt*^, city*^","lake, salt*, work*, society*"
temple,Womans_Exponent,4,0.4107744107744108,122,"property, cash, married, sister*^","lake, salt*, work*, society*"
priesthood,Relief_Society_Magazine,0,0.30666666666666664,92,"chosen, labor*, ordained, holy^","church*, society*, god*, relief"
priesthood,Relief_Society_Magazine,1,0.06,18,"heir*, true, covenant*, god*^, holy^","church*, society*, god*, relief"
priesthood,Relief_Society_Magazine,2,0.20666666666666667,62,"hour, present*, bishopric*, society*^, relief^","church*, society*, god*, relief"
priesthood,Relief_Society_Magazine,3,0.20666666666666667,62,"divine*, priest*, key*, church*^, god*^, man*^","church*, society*, god*, relief"
priesthood,Relief_Society_Magazine,4,0.22,66,"large, morning*, group*","church*, society*, god*, relief"
priesthood,Womans_Exponent,0,0.45666666666666667,137,"chosen, labor*, ordained, holy^","church*, society*, god*, relief"
priesthood,Womans_Exponent,1,0.19666666666666666,59,"heir*, true, covenant*, god*^, holy^","church*, society*, god*, relief"
priesthood,Womans_Exponent,2,0.18666666666666668,56,"hour, present*, bishopric*, society*^, relief^","church*, society*, god*, relief"
priesthood,Womans_Exponent,3,0.10666666666666667,32,"divine*, priest*, key*, church*^, god*^, man*^","church*, society*, god*, relief"
priesthood,Womans_Exponent,4,0.05333333333333334,16,"large, morning*, group*","church*, society*, god*, relief"
